ANIO_ACCIDENTE,MES_ACCIDENTE,CLASE ACCIDENTE,SERVICIO_VEHICULO_ACCIDENTADO,CLASE_VEHICULO_ACCIDENTADO,CANTIDAD_VEHICULOS
2016,11,Caida Ocupante,PUBLICO,BUS,2
2016,11,Choque,ESPECIAL,BUS,1
2016,11,Choque,OFICIAL,CAMIONETA,1
2016,11,Choque,OFICIAL,CAMPERO,1
2016,11,Choque,OFICIAL,MOTOCICLETA,2
2016,11,Choque,PARTICULAR,AUTOMOVIL,392
2016,11,Choque,PARTICULAR,CAMION,13
2016,11,Choque,PARTICULAR,CAMIONETA,108
2016,11,Choque,PARTICULAR,CAMPERO,46
2016,11,Choque,PARTICULAR,MICROBUS,2
2016,11,Choque,PARTICULAR,MOTOCARRO,1
2016,11,Choque,PARTICULAR,MOTOCICLETA,127
2016,11,Choque,PARTICULAR,TRACTO/CAMION,1
2016,11,Choque,PARTICULAR,VOLQUETA,1
2016,11,Choque,PUBLICO,AUTOMOVIL,214
2016,11,Choque,PUBLICO,BUS,82
2016,11,Choque,PUBLICO,BUSETA,30
2016,11,Choque,PUBLICO,CAMION,53
2016,11,Choque,PUBLICO,CAMIONETA,23
2016,11,Choque,PUBLICO,CAMPERO,1
2016,11,Choque,PUBLICO,MICROBUS,11
2016,11,Choque,PUBLICO,TRACTO/CAMION,22
2016,11,Choque,PUBLICO,VOLQUETA,15
2016,11,Choque,Otra,AUTOMOVIL,1
2016,11,Choque,Otra,BICICLETA,6
2016,11,Choque,Otra,CICLO TAXI,1
2016,11,Choque,Otra,TRACCION ANIMAL,1
2016,11,Choque,Otra,Otra,1
2016,11,Otro,PARTICULAR,AUTOMOVIL,1
2016,11,Volcamiento,PARTICULAR,CAMPERO,1
2016,11,Volcamiento,PUBLICO,CAMIONETA,1
2016,12,Atropello,PARTICULAR,AUTOMOVIL,4
2016,12,Atropello,PARTICULAR,MOTOCICLETA,8
2016,12,Atropello,PUBLICO,AUTOMOVIL,3
2016,12,Atropello,PUBLICO,BUS,2
2016,12,Atropello,PUBLICO,CAMION,1
2016,12,Atropello,Otra,BICICLETA,1
2016,12,Choque,DIPLOMATICO,CAMIONETA,1
2016,12,Choque,OFICIAL,CAMIONETA,3
2016,12,Choque,OFICIAL,MOTOCICLETA,3
2016,12,Choque,PARTICULAR,AUTOMOVIL,330
2016,12,Choque,PARTICULAR,CAMION,12
2016,12,Choque,PARTICULAR,CAMIONETA,97
2016,12,Choque,PARTICULAR,CAMPERO,36
2016,12,Choque,PARTICULAR,MOTOCARRO,1
2016,12,Choque,PARTICULAR,MOTOCICLETA,114
2016,12,Choque,PARTICULAR,VOLQUETA,1
2016,12,Choque,PUBLICO,AUTOMOVIL,195
2016,12,Choque,PUBLICO,BUS,65
2016,12,Choque,PUBLICO,BUSETA,30
2016,12,Choque,PUBLICO,CAMION,53
2016,12,Choque,PUBLICO,CAMIONETA,17
2016,12,Choque,PUBLICO,MICROBUS,16
2016,12,Choque,PUBLICO,TRACTO/CAMION,22
2016,12,Choque,PUBLICO,VOLQUETA,13
2016,12,Choque,Otra,BICICLETA,3
2016,12,Choque,Otra,MOTOCICLETA,1
2016,12,Choque,Otra,TRACCION ANIMAL,1
2016,12,Choque,Otra,Otra,1
2016,12,Otro,OFICIAL,MOTOCICLETA,1
2016,12,Otro,PARTICULAR,AUTOMOVIL,1
2016,12,Otro,PARTICULAR,CAMPERO,1
2016,12,Otro,PARTICULAR,MOTOCICLETA,1
2016,12,Otro,PUBLICO,BUS,1
2016,12,Otro,PUBLICO,BUSETA,1
2016,12,Volcamiento,PARTICULAR,AUTOMOVIL,1
2017,1,Atropello,OFICIAL,MOTOCICLETA,1
2017,1,Atropello,PARTICULAR,AUTOMOVIL,3
2017,1,Atropello,PARTICULAR,CAMIONETA,1
2017,1,Atropello,PARTICULAR,MOTOCICLETA,7
2017,1,Atropello,PUBLICO,AUTOMOVIL,2
2017,1,Atropello,PUBLICO,TRACTO/CAMION,2
2017,1,Caida Ocupante,PUBLICO,BUS,1
2017,1,Choque,DIPLOMATICO,CAMION,1
2017,1,Choque,No Aplica,AUTOMOVIL,1
2017,1,Choque,OFICIAL,AUTOMOVIL,1
2017,1,Choque,OFICIAL,CAMION,1
2017,1,Choque,OFICIAL,CAMIONETA,3
2017,1,Choque,OFICIAL,CAMPERO,3
2017,1,Choque,OFICIAL,MOTOCICLETA,7
2017,1,Choque,PARTICULAR,AUTOMOVIL,283
2017,1,Choque,PARTICULAR,BUS,1
2017,1,Choque,PARTICULAR,CAMION,3
2017,1,Choque,PARTICULAR,CAMION (RNMA),1
2017,1,Choque,PARTICULAR,CAMIONETA,87
2017,1,Choque,PARTICULAR,CAMPERO,38
2017,1,Choque,PARTICULAR,MAQUINARIA INDUSTRIAL,1
2017,1,Choque,PARTICULAR,MOTOCICLETA,110
2017,1,Choque,PARTICULAR,TRACTO/CAMION,2
2017,1,Choque,PARTICULAR,VOLQUETA,1
2017,1,Choque,PUBLICO,AUTOMOVIL,153
2017,1,Choque,PUBLICO,BUS,73
2017,1,Choque,PUBLICO,BUSETA,22
2017,1,Choque,PUBLICO,CAMION,45
2017,1,Choque,PUBLICO,CAMIONETA,12
2017,1,Choque,PUBLICO,MICROBUS,22
2017,1,Choque,PUBLICO,TRACTO/CAMION,17
2017,1,Choque,PUBLICO,VOLQUETA,7
2017,1,Choque,Otra,AUTOMOVIL,2
2017,1,Choque,Otra,BICICLETA,7
2017,1,Choque,Otra,TRACCION ANIMAL,1
2017,1,Choque,Otra,Otra,2
2017,1,Otro,PARTICULAR,MOTOCICLETA,3
2017,1,Otro,PUBLICO,AUTOMOVIL,1
2017,1,Volcamiento,PARTICULAR,AUTOMOVIL,1
2017,1,Volcamiento,PUBLICO,BUSETA,1
2017,2,Atropello,PARTICULAR,AUTOMOVIL,2
2017,2,Atropello,PARTICULAR,MOTOCICLETA,4
2017,2,Atropello,PUBLICO,AUTOMOVIL,1
2017,2,Atropello,PUBLICO,BUS,3
2017,2,Atropello,PUBLICO,CAMION,1
2017,2,Caida Ocupante,OFICIAL,MOTOCICLETA,1
2017,2,Caida Ocupante,PUBLICO,MICROBUS,1
2017,2,Choque,OFICIAL,AUTOMOVIL,1
2017,2,Choque,OFICIAL,CAMIONETA,1
2017,2,Choque,OFICIAL,MOTOCICLETA,3
2017,2,Choque,PARTICULAR,AUTOMOVIL,323
2017,2,Choque,PARTICULAR,CAMION,9
2017,2,Choque,PARTICULAR,CAMIONETA,116
2017,2,Choque,PARTICULAR,CAMPERO,39
2017,2,Choque,PARTICULAR,CUATRIMOTO,1
2017,2,Choque,PARTICULAR,MOTOCICLETA,121
2017,2,Choque,PARTICULAR,TRACTO/CAMION,1
2017,2,Choque,PARTICULAR,VOLQUETA,1
2017,2,Choque,PUBLICO,AUTOMOVIL,178
2017,2,Choque,PUBLICO,BUS,96
2017,2,Choque,PUBLICO,BUSETA,30
2017,2,Choque,PUBLICO,CAMION,28
2017,2,Choque,PUBLICO,CAMIONETA,28
2017,2,Choque,PUBLICO,MICROBUS,17
2017,2,Choque,PUBLICO,TRACTO/CAMION,14
2017,2,Choque,PUBLICO,VOLQUETA,9
2017,2,Choque,Otra,AUTOMOVIL,2
2017,2,Choque,Otra,BICICLETA,8
2017,2,Choque,Otra,MOTOCICLETA,2
2017,2,Choque,Otra,TRACCION ANIMAL,1
2017,2,Choque,Otra,Otra,2
2017,2,Otro,OFICIAL,MOTOCICLETA,1
2017,2,Otro,PARTICULAR,AUTOMOVIL,4
2017,2,Otro,PARTICULAR,CAMIONETA,1
2017,2,Otro,PARTICULAR,MOTOCICLETA,4
2017,2,Otro,PUBLICO,BUS,1
2017,2,Otro,PUBLICO,CAMION,1
2017,2,Volcamiento,PARTICULAR,AUTOMOVIL,1
2017,3,Atropello,PARTICULAR,AUTOMOVIL,1
2017,3,Atropello,PARTICULAR,CAMIONETA,1
2017,3,Atropello,PARTICULAR,MOTOCICLETA,6
2017,3,Atropello,PUBLICO,BUS,5
2017,3,Caida Ocupante,PUBLICO,BUS,2
2017,3,Choque,OFICIAL,AUTOMOVIL,1
2017,3,Choque,OFICIAL,CAMIONETA,4
2017,3,Choque,OFICIAL,CAMPERO,1
2017,3,Choque,OFICIAL,MOTOCICLETA,4
2017,3,Choque,PARTICULAR,AUTOMOVIL,358
2017,3,Choque,PARTICULAR,CAMION,8
2017,3,Choque,PARTICULAR,CAMIONETA,116
2017,3,Choque,PARTICULAR,CAMPERO,22
2017,3,Choque,PARTICULAR,MAQUINARIA INDUSTRIAL,1
2017,3,Choque,PARTICULAR,MOTOCICLETA,137
2017,3,Choque,PARTICULAR,VOLQUETA,1
2017,3,Choque,PUBLICO,AUTOMOVIL,182
2017,3,Choque,PUBLICO,BUS,69
2017,3,Choque,PUBLICO,BUSETA,27
2017,3,Choque,PUBLICO,CAMION,45
2017,3,Choque,PUBLICO,CAMIONETA,23
2017,3,Choque,PUBLICO,CAMPERO,1
2017,3,Choque,PUBLICO,MICROBUS,14
2017,3,Choque,PUBLICO,MOTOCICLETA,1
2017,3,Choque,PUBLICO,TRACTO/CAMION,21
2017,3,Choque,PUBLICO,VOLQUETA,10
2017,3,Choque,Otra,AUTOMOVIL,2
2017,3,Choque,Otra,BICICLETA,6
2017,3,Choque,Otra,TRACCION ANIMAL,1
2017,3,Choque,Otra,Otra,1
2017,3,Otro,OFICIAL,MOTOCICLETA,2
2017,3,Otro,PARTICULAR,AUTOMOVIL,3
2017,3,Otro,PARTICULAR,CAMIONETA,1
2017,3,Otro,PARTICULAR,MOTOCICLETA,3
2017,3,Otro,PUBLICO,AUTOMOVIL,2
2017,3,Otro,PUBLICO,BUS,2
2017,3,Volcamiento,PARTICULAR,AUTOMOVIL,1
2017,4,Atropello,PARTICULAR,AUTOMOVIL,1
2017,4,Atropello,PARTICULAR,MOTOCICLETA,2
2017,4,Atropello,PUBLICO,AUTOMOVIL,1
2017,4,Atropello,PUBLICO,BUS,1
2017,4,Atropello,PUBLICO,CAMIONETA,1
2017,4,Atropello,PUBLICO,MICROBUS,1
2017,4,Caida Ocupante,PUBLICO,BUS,1
2017,4,Choque,DIPLOMATICO,AUTOMOVIL,1
2017,4,Choque,OFICIAL,AUTOMOVIL,1
2017,4,Choque,OFICIAL,BUS,1
2017,4,Choque,OFICIAL,CAMIONETA,1
2017,4,Choque,OFICIAL,CAMPERO,4
2017,4,Choque,OFICIAL,MOTOCICLETA,4
2017,4,Choque,PARTICULAR,AUTOMOVIL,348
2017,4,Choque,PARTICULAR,BUS,1
2017,4,Choque,PARTICULAR,CAMION,5
2017,4,Choque,PARTICULAR,CAMIONETA,115
2017,4,Choque,PARTICULAR,CAMPERO,38
2017,4,Choque,PARTICULAR,MICROBUS,1
2017,4,Choque,PARTICULAR,MOTOCICLETA,116
2017,4,Choque,PARTICULAR,TRACTO/CAMION,2
2017,4,Choque,PARTICULAR,VOLQUETA,3
2017,4,Choque,PUBLICO,AUTOMOVIL,170
2017,4,Choque,PUBLICO,BUS,95
2017,4,Choque,PUBLICO,BUSETA,32
2017,4,Choque,PUBLICO,CAMION,37
2017,4,Choque,PUBLICO,CAMIONETA,20
2017,4,Choque,PUBLICO,MICROBUS,12
2017,4,Choque,PUBLICO,MOTOCICLETA,1
2017,4,Choque,PUBLICO,TRACTO/CAMION,18
2017,4,Choque,PUBLICO,VOLQUETA,9
2017,4,Choque,Otra,BICICLETA,4
2017,4,Choque,Otra,Otra,1
2017,4,Otro,PARTICULAR,AUTOMOVIL,3
2017,4,Otro,PARTICULAR,CAMIONETA,1
2017,4,Otro,PARTICULAR,MOTOCICLETA,3
2017,4,Otro,PUBLICO,AUTOMOVIL,3
2017,4,Otro,PUBLICO,BUS,4
2017,4,Otro,PUBLICO,BUSETA,1
2017,4,Otro,PUBLICO,CAMION,1
2017,4,Otro,PUBLICO,TRACTO/CAMION,1
2017,4,Volcamiento,PARTICULAR,AUTOMOVIL,1
2017,4,Volcamiento,PUBLICO,VOLQUETA,1
2017,5,Atropello,PARTICULAR,AUTOMOVIL,1
2017,5,Atropello,PARTICULAR,CAMIONETA,1
2017,5,Atropello,PARTICULAR,MOTOCICLETA,6
2017,5,Atropello,PUBLICO,AUTOMOVIL,4
2017,5,Atropello,PUBLICO,CAMION,1
2017,5,Atropello,PUBLICO,CAMIONETA,1
2017,5,Atropello,Otra,AUTOMOVIL,1
2017,5,Atropello,Otra,BICICLETA,1
2017,5,Atropello,Otra,Otra,1
2017,5,Choque,DIPLOMATICO,BUS,1
2017,5,Choque,OFICIAL,AUTOMOVIL,1
2017,5,Choque,OFICIAL,CAMIONETA,2
2017,5,Choque,OFICIAL,MICROBUS,1
2017,5,Choque,OFICIAL,MOTOCICLETA,4
2017,5,Choque,PARTICULAR,AUTOMOVIL,359
2017,5,Choque,PARTICULAR,CAMION,9
2017,5,Choque,PARTICULAR,CAMIONETA,120
2017,5,Choque,PARTICULAR,CAMPERO,42
2017,5,Choque,PARTICULAR,MOTOCICLETA,101
2017,5,Choque,PARTICULAR,TRACTO/CAMION,2
2017,5,Choque,PUBLICO,AUTOMOVIL,179
2017,5,Choque,PUBLICO,BUS,101
2017,5,Choque,PUBLICO,BUSETA,46
2017,5,Choque,PUBLICO,CAMION,46
2017,5,Choque,PUBLICO,CAMIONETA,27
2017,5,Choque,PUBLICO,CAMPERO,1
2017,5,Choque,PUBLICO,MICROBUS,12
2017,5,Choque,PUBLICO,TRACTO/CAMION,17
2017,5,Choque,PUBLICO,VOLQUETA,11
2017,5,Choque,Otra,AUTOMOVIL,1
2017,5,Choque,Otra,BICICLETA,4
2017,5,Choque,Otra,CAMIONETA,1
2017,5,Choque,Otra,MOTOCICLETA,1
2017,5,Otro,PARTICULAR,MOTOCICLETA,2
2017,5,Otro,PUBLICO,AUTOMOVIL,1
2017,5,Otro,PUBLICO,BUSETA,1
2017,5,Volcamiento,PARTICULAR,AUTOMOVIL,1
2017,5,Volcamiento,PARTICULAR,CAMIONETA,1
2017,5,Volcamiento,PUBLICO,BUSETA,1
2017,5,Volcamiento,PUBLICO,CAMIONETA,1
2017,6,Atropello,OFICIAL,MOTOCICLETA,1
2017,6,Atropello,PARTICULAR,AUTOMOVIL,3
2017,6,Atropello,PARTICULAR,CAMIONETA,1
2017,6,Atropello,PARTICULAR,MOTOCICLETA,3
2017,6,Atropello,PUBLICO,AUTOMOVIL,2
2017,6,Atropello,PUBLICO,BUS,1
2017,6,Atropello,PUBLICO,CAMION,1
2017,6,Caida Ocupante,PUBLICO,BUS,1
2017,6,Choque,OFICIAL,AUTOMOVIL,1
2017,6,Choque,OFICIAL,CAMIONETA,1
2017,6,Choque,OFICIAL,CAMPERO,1
2017,6,Choque,OFICIAL,MOTOCICLETA,3
2017,6,Choque,PARTICULAR,AUTOMOVIL,317
2017,6,Choque,PARTICULAR,BUSETA,1
2017,6,Choque,PARTICULAR,CAMION,10
2017,6,Choque,PARTICULAR,CAMIONETA,123
2017,6,Choque,PARTICULAR,CAMPERO,39
2017,6,Choque,PARTICULAR,MOTOCICLETA,117
2017,6,Choque,PARTICULAR,VOLQUETA,2
2017,6,Choque,PUBLICO,AUTOMOVIL,174
2017,6,Choque,PUBLICO,BUS,72
2017,6,Choque,PUBLICO,BUSETA,25
2017,6,Choque,PUBLICO,CAMION,32
2017,6,Choque,PUBLICO,CAMIONETA,26
2017,6,Choque,PUBLICO,CAMPERO,1
2017,6,Choque,PUBLICO,MICROBUS,8
2017,6,Choque,PUBLICO,TRACTO/CAMION,13
2017,6,Choque,PUBLICO,VOLQUETA,8
2017,6,Choque,Otra,AUTOMOVIL,1
2017,6,Choque,Otra,BICICLETA,3
2017,6,Choque,Otra,Otra,5
2017,6,Otro,PARTICULAR,AUTOMOVIL,2
2017,6,Otro,PARTICULAR,MOTOCICLETA,2
2017,6,Otro,PUBLICO,BUS,3
2017,6,Otro,PUBLICO,BUSETA,1
2017,6,Volcamiento,PARTICULAR,CAMIONETA,1
2017,7,Atropello,PARTICULAR,AUTOMOVIL,3
2017,7,Atropello,PARTICULAR,CAMIONETA,1
2017,7,Atropello,PARTICULAR,MOTOCICLETA,6
2017,7,Atropello,PUBLICO,AUTOMOVIL,3
2017,7,Atropello,PUBLICO,BUS,2
2017,7,Atropello,PUBLICO,BUSETA,1
2017,7,Caida Ocupante,PUBLICO,BUS,1
2017,7,Choque,DIPLOMATICO,CAMION,1
2017,7,Choque,OFICIAL,AUTOMOVIL,1
2017,7,Choque,OFICIAL,CAMION,1
2017,7,Choque,OFICIAL,CAMIONETA,3
2017,7,Choque,OFICIAL,CAMPERO,3
2017,7,Choque,OFICIAL,MOTOCICLETA,1
2017,7,Choque,PARTICULAR,AUTOMOVIL,347
2017,7,Choque,PARTICULAR,CAMION,7
2017,7,Choque,PARTICULAR,CAMIONETA,113
2017,7,Choque,PARTICULAR,CAMPERO,34
2017,7,Choque,PARTICULAR,DUMPER VOLQUETAARTICULADA,1
2017,7,Choque,PARTICULAR,MAQUINARIA INDUSTRIAL,1
2017,7,Choque,PARTICULAR,MICROBUS,2
2017,7,Choque,PARTICULAR,MOTOCARRO,1
2017,7,Choque,PARTICULAR,MOTOCICLETA,114
2017,7,Choque,PARTICULAR,VOLQUETA,1
2017,7,Choque,PUBLICO,AUTOMOVIL,186
2017,7,Choque,PUBLICO,BUS,91
2017,7,Choque,PUBLICO,BUSETA,38
2017,7,Choque,PUBLICO,CAMION,47
2017,7,Choque,PUBLICO,CAMIONETA,20
2017,7,Choque,PUBLICO,MICROBUS,14
2017,7,Choque,PUBLICO,TRACTO/CAMION,20
2017,7,Choque,PUBLICO,VOLQUETA,6
2017,7,Choque,Otra,AUTOMOVIL,6
2017,7,Choque,Otra,BICICLETA,8
2017,7,Choque,Otra,TRACCION ANIMAL,1
2017,7,Incendio,OFICIAL,MOTOCICLETA,1
2017,7,Otro,PARTICULAR,CAMIONETA,1
2017,7,Otro,PARTICULAR,MOTOCICLETA,2
2017,7,Otro,PUBLICO,AUTOMOVIL,1
2017,7,Otro,PUBLICO,BUS,1
2017,7,Otro,PUBLICO,MICROBUS,1
2017,7,Volcamiento,PARTICULAR,AUTOMOVIL,1
2017,7,Volcamiento,PUBLICO,CAMION,1
2017,7,Volcamiento,PUBLICO,CAMIONETA,1
2017,8,Atropello,PARTICULAR,AUTOMOVIL,4
2017,8,Atropello,PARTICULAR,CAMIONETA,1
2017,8,Atropello,PARTICULAR,MOTOCICLETA,7
2017,8,Atropello,PUBLICO,AUTOMOVIL,3
2017,8,Atropello,PUBLICO,BUS,1
2017,8,Atropello,Otra,BICICLETA,1
2017,8,Caida Ocupante,PARTICULAR,MOTOCICLETA,1
2017,8,Caida Ocupante,PUBLICO,AUTOMOVIL,1
2017,8,Caida Ocupante,PUBLICO,BUS,3
2017,8,Caida Ocupante,PUBLICO,BUSETA,2
2017,8,Caida Ocupante,PUBLICO,CAMIONETA,1
2017,8,Choque,OFICIAL,CAMIONETA,2
2017,8,Choque,OFICIAL,MOTOCICLETA,2
2017,8,Choque,PARTICULAR,AUTOMOVIL,340
2017,8,Choque,PARTICULAR,CAMION,11
2017,8,Choque,PARTICULAR,CAMIONETA,105
2017,8,Choque,PARTICULAR,CAMPERO,26
2017,8,Choque,PARTICULAR,MICROBUS,1
2017,8,Choque,PARTICULAR,MOTOCARRO,1
2017,8,Choque,PARTICULAR,MOTOCICLETA,123
2017,8,Choque,PARTICULAR,TRACTO/CAMION,2
2017,8,Choque,PARTICULAR,VOLQUETA,1
2017,8,Choque,PUBLICO,AUTOMOVIL,173
2017,8,Choque,PUBLICO,BUS,106
2017,8,Choque,PUBLICO,BUSETA,36
2017,8,Choque,PUBLICO,CAMION,41
2017,8,Choque,PUBLICO,CAMIONETA,21
2017,8,Choque,PUBLICO,MICROBUS,8
2017,8,Choque,PUBLICO,TRACTO/CAMION,24
2017,8,Choque,PUBLICO,VOLQUETA,11
2017,8,Choque,Otra,AUTOMOVIL,3
2017,8,Choque,Otra,BICICLETA,6
2017,8,Choque,Otra,MOTOCICLETA,1
2017,8,Otro,OFICIAL,MOTOCICLETA,3
2017,8,Otro,PARTICULAR,AUTOMOVIL,1
2017,8,Volcamiento,PARTICULAR,MOTOCICLETA,1
2017,9,Atropello,PARTICULAR,AUTOMOVIL,4
2017,9,Atropello,PARTICULAR,CAMION,1
2017,9,Atropello,PARTICULAR,MAQUINARIA AGRICOLA,1
2017,9,Atropello,PARTICULAR,MOTOCICLETA,4
2017,9,Atropello,PUBLICO,AUTOMOVIL,4
2017,9,Atropello,PUBLICO,BUS,2
2017,9,Atropello,PUBLICO,CAMION,1
2017,9,Atropello,PUBLICO,MICROBUS,1
2017,9,Caida Ocupante,PUBLICO,TRACTO/CAMION,1
2017,9,Choque,No Aplica,CAMION,1
2017,9,Choque,OFICIAL,AUTOMOVIL,1
2017,9,Choque,OFICIAL,CAMIONETA,2
2017,9,Choque,OFICIAL,MOTOCICLETA,3
2017,9,Choque,OFICIAL,VOLQUETA,1
2017,9,Choque,PARTICULAR,AUTOMOVIL,330
2017,9,Choque,PARTICULAR,CAMION,7
2017,9,Choque,PARTICULAR,CAMIONETA,112
2017,9,Choque,PARTICULAR,CAMPERO,32
2017,9,Choque,PARTICULAR,MOTOCICLETA,126
2017,9,Choque,PARTICULAR,TRACTO/CAMION,1
2017,9,Choque,PUBLICO,AUTOMOVIL,154
2017,9,Choque,PUBLICO,BUS,85
2017,9,Choque,PUBLICO,BUSETA,31
2017,9,Choque,PUBLICO,CAMION,30
